mol_index,smiles,edges,target_swaps_formula,target_swaps,actual_swaps
15226,COC(c1ccc(C)cc1)c1nc2c(cc1C)CCCCC2,55,ceil(0.5 * num_edges),28,28
15227,Cc1ccc(Cn2cnc3ccccc32)c(C)c1,43,ceil(0.5 * num_edges),22,22
15228,CC(C#N)(NC(=O)CN1CCN(S(=O)(=O)c2ccccc2Cl)CC1)C1CC1,60,ceil(0.5 * num_edges),30,30
15229,Nc1ccnc2ccccc12,25,ceil(0.5 * num_edges),13,13
15230,Cc1cccc(NC(=O)N[C@H]2N=C(N3CC4CCC(CC4)C3)c3ccccc3N(C)C2=O)c1,76,ceil(0.5 * num_edges),38,38
15231,O=C(Cn1cc(C(=O)c2cccs2)c2ccccc21)NCc1ccc2c(c1)OCO2,63,ceil(0.5 * num_edges),32,32
15232,C/C(=N\NC(=O)c1cc(-c2ccccc2)nn1Cc1ccc(C(C)(C)C)cc1)c1cc(C)ccc1O,84,ceil(0.5 * num_edges),42,42
15233,O=C(O)C1CCCN1S(=O)(=O)c1ccc(Cl)cc1,37,ceil(0.5 * num_edges),19,19
15234,CCN1CCC(NC(C)c2ccc(F)cn2)CC1,44,ceil(0.5 * num_edges),22,22
15235,COc1cccc(NC(=O)CNC(=O)N2CC(=O)Nc3ccccc32)c1,55,ceil(0.5 * num_edges),28,28
15236,COc1ccc(N2C(=O)c3ccccc3NC2c2ccc(OC)c(Cn3nnc4ccccc43)c2)cc1,81,ceil(0.5 * num_edges),41,41
15237,COc1ccncc1NC(=O)c1ccc2c(c1)OCO2,41,ceil(0.5 * num_edges),21,21
15238,C=CCNC(=O)C(CCCC)N(Cc1ccncc1)C(=O)c1cccnc1,63,ceil(0.5 * num_edges),32,32
15239,COC(=O)C1=Cc2cc(OC)c(O)c(C)c2[C@@H](c2cc(C)c(O)c(OC)c2)[C@@H]1C(=O)OC,67,ceil(0.5 * num_edges),34,34
15240,COc1cc2c(cc1O)OC(C=C(C)C)c1c-2oc2c(CC=C(C)C)c(O)cc(O)c2c1=O,72,ceil(0.5 * num_edges),36,36
15241,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,41,ceil(0.5 * num_edges),21,21
15242,CNC(=O)OCc1cn(-c2ccc(Cl)c(Cl)c2)nc1COC(=O)NC,49,ceil(0.5 * num_edges),25,25
15243,Cc1ccc(-c2nc3cc(F)ccc3[nH]2)cc1NC(=S)NC(=O)c1ccc2c(c1)OCO2,64,ceil(0.5 * num_edges),32,32
15244,CCN1CCN(CC(=O)Nc2ccc3[nH]c(-c4cccn4C)nc3c2)CC1,62,ceil(0.5 * num_edges),31,31
15245,CCC(C)C(Nc1c2ccccc2nc2c(C(=O)NCCN(C)C)cccc12)C(=O)O,72,ceil(0.5 * num_edges),36,36
15246,C=CCNC(=S)N/C=C(\C#N)C(N)=O,29,ceil(0.5 * num_edges),15,15
15247,Cc1cccc(C)c1NC(=O)/C=C1/SCC(=O)N1C,42,ceil(0.5 * num_edges),21,21
15248,CC(C)=CCC[C@](O)(CO)[C@H]1CC/C(=C\CCc2ccoc2)CO1,58,ceil(0.5 * num_edges),29,29
15249,CCCC(OC(=O)CC1Sc2ccccc2NC1=O)C(=O)NCc1ccco1,60,ceil(0.5 * num_edges),30,30
15250,CCC(CCC=CCC=CCC=CCC=CCCCC(=O)O)O,59,ceil(0.5 * num_edges),30,30
15251,COc1cccc2c1C(=O)CC1(CCN(C(=O)c3ccc4[nH]c(-c5ccccn5)nc4c3)CC1)O2,75,ceil(0.5 * num_edges),38,38
15252,COc1cc(N=C(S)NCc2ccc(S(N)(=O)=O)cc2)c(OC)cc1Cl,54,ceil(0.5 * num_edges),27,27
15253,CSc1ccccc1NC(=O)COC(=O)CCC(=O)c1ccc(F)cc1,54,ceil(0.5 * num_edges),27,27
15254,O=C(CN1CCOCC1)Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccc(Cl)s1,73,ceil(0.5 * num_edges),37,37
15255,Cc1ccc(NC(=O)[C@H]2CN(C)C[C@@H]2c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1,77,ceil(0.5 * num_edges),39,39
15256,COc1cccc(N2C=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,47,ceil(0.5 * num_edges),24,24
15257,COc1ccc2ccc(F)c(CC(=O)N3CCOC(CNCc4cccc(-c5ccc(F)cc5)n4)C3)c2n1,82,ceil(0.5 * num_edges),41,41
15258,CC(=O)O[C@@H]1[C@@H](n2cc(COC(=O)c3ccc(S(N)(=O)=O)cc3)nn2)OC[C@@H](OC(C)=O)[C@H]1OC(C)=O,70,ceil(0.5 * num_edges),35,35
15259,CN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)[C@@]2(CCc4ccccc4C2)C[C@@]3(O)C1C5,70,ceil(0.5 * num_edges),35,35
15260,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)[C@@H]1CN(c2ccc(F)cc2F)N=C14,80,ceil(0.5 * num_edges),40,40
15261,O=C(CSc1ccc2nnc(-c3ccccc3)n2n1)N1CCN(c2ccccc2)CC1,68,ceil(0.5 * num_edges),34,34
15262,Clc1ccc(N2CCN=C2c2ccc(C3=NCCN3c3ccc(Cl)cc3)cc2)cc1,65,ceil(0.5 * num_edges),33,33
15263,NC(=O)N1c2ccccc2[C@H](O)[C@@H](O)c2ccccc12,41,ceil(0.5 * num_edges),21,21
15264,CCCCn1c(=O)c2cc(OC)ccc2c2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,59,ceil(0.5 * num_edges),30,30
15265,CC(C)CCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,79,ceil(0.5 * num_edges),40,40
15266,NC1CCN(C(=O)c2ccc3c(c2)[nH]c(=O)c2cccn23)CC1,50,ceil(0.5 * num_edges),25,25
15267,COc1ccc(-c2ccc(C(N)=O)cc2)cc1OC1(CCCc2ccccc2)CC1,70,ceil(0.5 * num_edges),35,35
15268,C=C1C(=O)O[C@@H]2/C=C(/CO)C3=CC(=O)[C@@](C)(C[C@H](OC(=O)/C(C)=C/C)[C@@H]12)O3,55,ceil(0.5 * num_edges),28,28
15269,COc1ccccc1NC(=O)CCl,27,ceil(0.5 * num_edges),14,14
15270,COP(=O)(OC)C(OC(=O)COc1ccc(Cl)cc1)c1cccs1,48,ceil(0.5 * num_edges),24,24
15271,CCOc1cccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c12,85,ceil(0.5 * num_edges),43,43
15272,CCn1c2ccccc2c2cc(NC(=O)CCc3cc(-c4ccccc4F)no3)ccc21,70,ceil(0.5 * num_edges),35,35
15273,COc1ccc(NC(=O)c2noc3c2CSc2ccccc2-3)cc1Cl,50,ceil(0.5 * num_edges),25,25
15274,Cc1ccc([C@H]2N[C@@H](c3ccc(C)cc3)CC(=O)[C@@H]2c2ccccc2)cc1,62,ceil(0.5 * num_edges),31,31
15275,COC(=O)c1cccc(Oc2nc[nH]c(=O)c2-c2cccc(N)c2)c1,51,ceil(0.5 * num_edges),26,26
15276,CC1CC(C)CN(CC(C)NCc2cncn2C)C1,50,ceil(0.5 * num_edges),25,25
15277,O=C(O)c1ccc(Nc2cccc(C(F)(F)F)c2)cc1,38,ceil(0.5 * num_edges),19,19
15278,CCCCNC(=S)N/N=C(/CC(=O)c1cccc2c1C(=O)c1ccccc1C2=O)C(=O)OCC,73,ceil(0.5 * num_edges),37,37
15279,Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)cc1)CCN2,64,ceil(0.5 * num_edges),32,32
15280,Cc1nc2c(ccc3nc(NC(=O)C4CC4)sc32)s1,39,ceil(0.5 * num_edges),20,20
15281,CCC1=Nc2cc(C(=O)NCCCN3CCN(C)CC3)ccc2Sc2ccccc21,71,ceil(0.5 * num_edges),36,36
15282,Cc1cc(C)c(S(N)(=O)=O)c(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl,65,ceil(0.5 * num_edges),33,33
15283,O=C(CCN1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)Nc1nc(-c2ccccc2)cs1,70,ceil(0.5 * num_edges),35,35
15284,O=C(O)c1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCCC1,54,ceil(0.5 * num_edges),27,27
15285,Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1F,46,ceil(0.5 * num_edges),23,23
15286,COc1cc(C(C)C)ccc1C=O,31,ceil(0.5 * num_edges),16,16
15287,O=C(O)c1cc(Cl)cc(I)c1O,20,ceil(0.5 * num_edges),10,10
15288,COc1ccc2c3c1O[C@H]1CCCC4[C@@H](C2)N(CC2CC2)CC[C@@]341,57,ceil(0.5 * num_edges),29,29
15289,Cc1ccccc1-c1ccccc1N1CCN(CCOCCC(=O)NCc2ccc(F)nc2)CC1,81,ceil(0.5 * num_edges),41,41
15290,CCCCCN1C(=O)C/C(=C\c2cccc(C(=O)NCCCC)c2)C1=O,62,ceil(0.5 * num_edges),31,31
15291,O=[N+]([O-])c1ccc(-c2ccc(N/N=N/c3ccc(S(=O)(=O)O)cc3)cc2)cc1,57,ceil(0.5 * num_edges),29,29
15292,Cc1cc(NCCO)ccc1/N=N/c1cc(Cl)ccc1C#N,47,ceil(0.5 * num_edges),24,24
15293,COc1cc2c(cc1CNCc1cccnc1-n1cccn1)OC(C)C2,59,ceil(0.5 * num_edges),30,30
15294,C[C@@]1(CO)C[C@@H](O)C[C@]2(C)[C@@H]1CC[C@@]13O[C@@H](CO)[C@@](C)(CC[C@@H]21)[C@H]3Br,56,ceil(0.5 * num_edges),28,28
15295,CN1CCN(NC(=O)CN2C(=O)S/C(=C\c3c(Cl)cccc3Cl)C2=O)CC1,54,ceil(0.5 * num_edges),27,27
15296,O=C(O)C[C@@H](NS(=O)(=O)c1ccccc1)C(=O)O,35,ceil(0.5 * num_edges),18,18
15297,N#Cc1ccc2nccc(NCCc3ccc4cc(C(=O)N5CCNCC5)ccc4c3)c2c1,75,ceil(0.5 * num_edges),38,38
15298,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCOCC3)c(F)c2)cc1,58,ceil(0.5 * num_edges),29,29
15299,O=C(NC1CCN(Cc2ccc3ccccc3c2)CC1)c1cc(Cl)ccc1NCc1nccs1,76,ceil(0.5 * num_edges),38,38
15300,CC1=CC(=O)CC(C)(C)C1,26,ceil(0.5 * num_edges),13,13
15301,NCc1cc(Oc2cccc(C(=O)NC3COC3)c2)nc(C(F)(F)F)c1,51,ceil(0.5 * num_edges),26,26
15302,Cn1ccnc1C1C2=C(CC(C)(C)CC2=O)Oc2nc3c(c(N)c21)CCC3,62,ceil(0.5 * num_edges),31,31
15303,CC(C)c1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,73,ceil(0.5 * num_edges),37,37
15304,CNC1CC2CCC1c1ccccc12,36,ceil(0.5 * num_edges),18,18
15305,CN1CCCC(C(=O)N2CCN(c3nccc(NCc4ccc(Cl)cc4Cl)n3)CC2)C1,69,ceil(0.5 * num_edges),35,35
15306,CCOc1ccc(Oc2cc(/C(=N/O)NCc3ccc(C)o3)ccn2)cc1,59,ceil(0.5 * num_edges),30,30
15307,Cc1c(C(=O)N[C@H]2CCCN(c3ccccc3F)C2)nnn1C(C)C,56,ceil(0.5 * num_edges),28,28
15308,CC1(C)CCC(C)(C)c2cc3c(cc21)nc(-c1ccc(C(=O)O)cc1)n3Cc1ccccc1,78,ceil(0.5 * num_edges),39,39
15309,c1ccc(cc1)-c1ccc(cc1)-c1ccccc1,43,ceil(0.5 * num_edges),22,22
15310,CCC(=O)N(c1cc(Cl)c(Cl)c(Cl)c1)C1CCCC1N(C)C,48,ceil(0.5 * num_edges),24,24
15311,Cc1ccc(CNC(=O)Cn2c(C)cc3nc4n(c(=O)c32)CCCCC4)cc1,65,ceil(0.5 * num_edges),33,33
15312,COC(=O)Nc1ccc2cc3ccc(NC(=O)OC)cc3nc2c1,50,ceil(0.5 * num_edges),25,25
15313,COc1ccc(CS(=O)(=O)/C=C/c2ccc(N)cc2)cc1,48,ceil(0.5 * num_edges),24,24
15314,Cc1ccc(-c2nnc(NC(=O)[C@@H](C)NC(=O)/C=C/c3ccc(O)cc3)s2)cc1,61,ceil(0.5 * num_edges),31,31
15315,C[C@H]1O[C@]2(OCc3ccc(Cc4cc5ccccc5s4)cc32)[C@H](O)[C@@H](O)[C@@H]1O,57,ceil(0.5 * num_edges),29,29
15316,Cc1ccc(Nc2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,65,ceil(0.5 * num_edges),33,33
15317,CC12CCC(=O)C(CSc3ccccc3)=C1CCC1C2CCC2(C)C1CCC2(C)O,75,ceil(0.5 * num_edges),38,38
15318,O=C(c1ccccc1)N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Cc1cnccc1-c1ccccc1,73,ceil(0.5 * num_edges),37,37
15319,NNc1cc(Cl)ccc1[N+](=O)[O-],22,ceil(0.5 * num_edges),11,11
15320,O=S(=O)(NO)c1ccc2ccccc2c1,32,ceil(0.5 * num_edges),16,16
15321,Cc1ccc(-n2c(C)nnc2SCCCc2nc(-c3ccccc3)no2)cc1,62,ceil(0.5 * num_edges),31,31
15322,CCOc1cccc(Nc2ccc([N+](=O)[O-])c3[nH]c(C(=O)NS(=O)(=O)c4ccc(OC)cc4)cc23)c1,74,ceil(0.5 * num_edges),37,37
15323,Cc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)CCl)nc2n1,46,ceil(0.5 * num_edges),23,23
15324,CCC(CO)(CO)NC(=O)c1oc(Br)cc1C,36,ceil(0.5 * num_edges),18,18
15325,COc1ccc(NS(=O)(=O)c2ccc(O)c(NC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)c2)cc1,78,ceil(0.5 * num_edges),39,39
15326,CCN(C)Cc1c(C(=O)N2CCc3ccccc3C2)nc2ccc(Cl)cn12,61,ceil(0.5 * num_edges),31,31
15327,CCOC(=O)c1ccc(NC(=O)Cn2cc(C(=O)C3CC3)c3ccccc32)cc1,64,ceil(0.5 * num_edges),32,32
15328,CCC(NC(=O)NC(C)C(=O)N(C)C)c1ccc(F)cc1F,48,ceil(0.5 * num_edges),24,24
15329,COc1ccc(C(=O)C=CC(=O)O)cc1OC,35,ceil(0.5 * num_edges),18,18
15330,CC(C)Oc1nc(N)c2c(=O)ccn(CCO)c2n1,41,ceil(0.5 * num_edges),21,21
15331,CC(O)=NC1CCCNC1,25,ceil(0.5 * num_edges),13,13
15332,CCOC(=O)c1oc2c(Br)c(OC)cc(OC)c2c1C,41,ceil(0.5 * num_edges),21,21
15333,COc1cc2c3c(c1)-c1c(cccc1OCc1ccc(F)cc1)C[C@H]3N(C)CC2,65,ceil(0.5 * num_edges),33,33
15334,O=C(OCC(C)(C)COC(=O)CCCCCC)CCCCCC,60,ceil(0.5 * num_edges),30,30
15335,N#Cc1ccc(-n2nc(C(N)=O)c3ccc4[nH]ncc4c32)cc1,46,ceil(0.5 * num_edges),23,23
15336,O=C(COC(=O)/C=C/c1ccc(Cl)cc1Cl)Nc1cccc(S(=O)(=O)NC2=NCCC2)c1,65,ceil(0.5 * num_edges),33,33
15337,O=C(CC(=O)N(Cc1ccccc1)Cc1ccccc1)Oc1cccc(C(=O)O)c1,65,ceil(0.5 * num_edges),33,33
15338,O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1ccc(C(F)(F)F)cc12,55,ceil(0.5 * num_edges),28,28
15339,Cc1c(C2CCCC2)c(=O)on1C(=O)N1CCCCC1,47,ceil(0.5 * num_edges),24,24
15340,CC(NCc1coc(-c2ccccc2Br)n1)C1CCCCC1,52,ceil(0.5 * num_edges),26,26
15341,COC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCC(C)C,54,ceil(0.5 * num_edges),27,27
15342,Cc1cc(C(=O)OCC(=O)NC2CC2)ccc1[N+](=O)[O-],41,ceil(0.5 * num_edges),21,21
15343,Cc1cccc(CNCc2cc(NS(C)(=O)=O)cc(C(=O)Nc3ccccc3)c2)c1,69,ceil(0.5 * num_edges),35,35
15344,O=C(O)CN1C(=O)/C(=C/c2ccc(OCCc3ccc(Cl)cc3)c(OCc3ccccc3)c2)SC1=S,74,ceil(0.5 * num_edges),37,37
15345,C=C1[C@@H]2CC=C3[C@@](C[C@H](OC(C)=O)[C@@H]4C(C)(C)CCC[C@@]34C)(C2)[C@@H]1OC(C)=O,65,ceil(0.5 * num_edges),33,33
15346,COc1ccc(NC(=O)c2csc3c2CCCC3)cc1,45,ceil(0.5 * num_edges),23,23
15347,CC(C)(C)[C@H](NC(=O)[C@H](CCCc1ccccc1)CC(=O)O)C(=O)NC1CCCC1,71,ceil(0.5 * num_edges),36,36
15348,CCCCCNC(=O)Nc1c(C)cccc1C(C)(C)C,52,ceil(0.5 * num_edges),26,26
15349,O=S1(=O)N=C(NC2CCCCC2)O[C@H]2CCNC[C@H]21,43,ceil(0.5 * num_edges),22,22
15350,CC1=CC(OCC2=CC3CC(C2)C3(C)C)OC1=O,43,ceil(0.5 * num_edges),22,22
15351,CN1CCC23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)C1C5,78,ceil(0.5 * num_edges),39,39
15352,CCc1ccccc1-c1ccc(CC[C@](C)(C(=O)NO)S(C)(=O)=O)cc1,61,ceil(0.5 * num_edges),31,31
15353,NCc1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)o1,66,ceil(0.5 * num_edges),33,33
15354,Clc1cccc(COc2ccc3c(c2)CCCc2nncn2-3)c1,50,ceil(0.5 * num_edges),25,25
15355,OC(=O)c1c(O)cc(Cc2c(O)ccc3c2cccc3)cc1,47,ceil(0.5 * num_edges),24,24
15356,NCc1ccc(Nc2c(O)c(=O)c2=O)cc1,33,ceil(0.5 * num_edges),17,17
15357,Cc1ccnc(-n2cnn(CC(O)(Cn3cncn3)c3ccc(F)cc3F)c2=O)c1,60,ceil(0.5 * num_edges),30,30
15358,CCCCCCCCCCCCC1(C(=O)OC)CO1,50,ceil(0.5 * num_edges),25,25
15359,O=C1CCC(c2cccc(C(=O)NCCCO)c2)(C2CCN(Cc3ccc(Br)cc3)CC2)C(=O)N1,79,ceil(0.5 * num_edges),40,40
15360,O=C(Nc1ccccc1OC(F)(F)F)N[C@H]1CC[C@H](Oc2ccc(F)cc2)CC1,56,ceil(0.5 * num_edges),28,28
15361,Cc1nc(N(CCO)Cc2nccn2C)c2nc(C)oc2n1,48,ceil(0.5 * num_edges),24,24
15362,c1cncc(-c2cn3c(-c4cccnc4)cnc3c(Nc3ccc(N4CCOCC4)cc3)n2)c1,75,ceil(0.5 * num_edges),38,38
15363,CCC(CC)C(=O)Nc1nnc(CCc2ccccc2)s1,49,ceil(0.5 * num_edges),25,25
15364,Cc1c(C(=O)NC2CCCC2)oc2ccccc12,42,ceil(0.5 * num_edges),21,21
15365,C[C@@]12C[C@H]3O[C@H]4C[C@@H](O)[C@]5(C)OC(=O)[C@H](O)[C@]5(O)[C@@]4(C)[C@@H]3[C@@](C)(O)[C@]13O[C@@H]3C[C@H]2c1ccoc1,68,ceil(0.5 * num_edges),34,34
15366,CC(=O)c1c(O)c(C)c(-c2ccccc2)n(-c2ccccc2)c1=O,53,ceil(0.5 * num_edges),27,27
15367,COc1cc(O)c2c(c1)C1=C[C@H](O)[C@@H](O)C[C@]1(C)OC2=O,42,ceil(0.5 * num_edges),21,21
15368,OC[C@H]1OC(O)[C@H](O)[C@@H](OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[C@@H]1O,47,ceil(0.5 * num_edges),24,24
15369,C[C@H](NP(=O)(OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)Oc1ccc(Br)cc1)C(=O)OCc1ccccc1,82,ceil(0.5 * num_edges),41,41
15370,O=C(CCNC(=O)N1CC(=O)Nc2ccccc21)NCCc1cccc(F)c1,60,ceil(0.5 * num_edges),30,30
15371,COC(=O)[C@@H]1CCC(=O)N1Cc1ccc(C)cc1,40,ceil(0.5 * num_edges),20,20
15372,Fc1ccc(-c2c[n+](Cc3ccc(Cl)cc3)c3n2CCC3)cc1,51,ceil(0.5 * num_edges),26,26
15373,N#Cc1ccc(-c2cnc(C(=O)CCCCCCc3ccccc3)o2)cc1,62,ceil(0.5 * num_edges),31,31
15374,COc1ccccc1Nc1nc(C)nc(N)c1S(=O)(=O)c1ccccc1,57,ceil(0.5 * num_edges),29,29
15375,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,74,ceil(0.5 * num_edges),37,37
15376,CC(CO)(OC[C@H]1O[C@@H](n2ncc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O)P(=O)(O)O,64,ceil(0.5 * num_edges),32,32
15377,Cc1cc(C)nc(NC(=N)Nc2ccc(C(C)C)cc2)n1,50,ceil(0.5 * num_edges),25,25
15378,CC1=C(CC(=O)OCCCCO[N+](=O)[O-])c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,69,ceil(0.5 * num_edges),35,35
15379,CC[C@](C)(C(=O)NC1CCCCC1)N(Cc1ccco1)C(=O)c1ccccn1,66,ceil(0.5 * num_edges),33,33
15380,Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)s1,62,ceil(0.5 * num_edges),31,31
15381,CC(=O)CCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,86,ceil(0.5 * num_edges),43,43
15382,COc1ccc(CCNS(=O)(=O)c2cc(C(=O)O)c(Cl)cc2Cl)cc1,50,ceil(0.5 * num_edges),25,25
15383,N=C(N)NCCCCC1CC(C(=O)NC[C@H](NS(=O)(=O)c2ccccc2Br)C(=O)O)=NO1,66,ceil(0.5 * num_edges),33,33
15384,COC[C@H](C)N(C)C(=O)Nc1nncs1,31,ceil(0.5 * num_edges),16,16
15385,C=CCOc1ccc(NC(=O)C2CC2)cc1,37,ceil(0.5 * num_edges),19,19
15386,Cc1cc(-c2nnn(C)n2)cc(C)c1OCCCc1cc(C(C)C)no1,60,ceil(0.5 * num_edges),30,30
15387,Nc1ccc2c(c1)/C(=C1/Nc3ccc(Br)cc3/C1=N\O)C(=O)N2,46,ceil(0.5 * num_edges),23,23
15388,CNc1ncccn1,18,ceil(0.5 * num_edges),9,9
15389,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)Cc1c[nH]c2ccccc12)c1ccc(Cl)nc1,68,ceil(0.5 * num_edges),34,34
15390,ON(c1ccccc1)c1ccc(cc1)N=O,34,ceil(0.5 * num_edges),17,17
15391,O=C(Cc1ccc(O)c(F)c1)N1CCCO1,33,ceil(0.5 * num_edges),17,17
15392,COc1ccc(Br)c(-c2nnc3sc(-c4ccc(C)cc4O)nn23)c1,50,ceil(0.5 * num_edges),25,25
15393,O=C(O)c1cc(-c2ccc(Cl)cc2Cl)ccc1O,34,ceil(0.5 * num_edges),17,17
15394,O=c1cc(-c2ccc3c(c2)OCC=C3)oc2cccc(O)c12,46,ceil(0.5 * num_edges),23,23
15395,COc1cc(OC)c(OC)cc1/C=N/n1c(S)nnc1COc1ccccc1,59,ceil(0.5 * num_edges),30,30
15396,Cc1ccc(NC(=O)CN(C)C(=O)c2cccc(S(=O)(=O)N3CCc4ccccc43)c2)cc1,74,ceil(0.5 * num_edges),37,37
15397,O=C(Cn1nc(C(F)(F)F)c2c1CCC2)NC1CCCCC1,47,ceil(0.5 * num_edges),24,24
15398,O=C(NCc1ccccc1)C(c1ccccc1)N(Cc1ccc2c(c1)OCO2)C(=O)Cc1cccs1,79,ceil(0.5 * num_edges),40,40
15399,COC(=O)c1ccc2c(c1)c1c(n2CCCS(=O)(=O)N2C[C@H](C)O[C@H](C)C2)CCCC1,71,ceil(0.5 * num_edges),36,36
15400,Cc1ccc(CN(c2nnc(S(N)(=O)=O)s2)S(=O)(=O)c2ccc(C)cc2)cc1,60,ceil(0.5 * num_edges),30,30
15401,Cc1ccc(NS(=O)(=O)c2ccc(-c3ccc(O)nn3)o2)cc1N(C)C,56,ceil(0.5 * num_edges),28,28
15402,CCN(CC)CCCC(C)Nc1ccnc2cc([N+](=O)[O-])ccc12,57,ceil(0.5 * num_edges),29,29
15403,C[C@]12C=CC(=O)NC1CCC1C2CC[C@@]2(C)C1CC[C@@H]2C(=O)Nc1cccc2ccccc12,79,ceil(0.5 * num_edges),40,40
15404,CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C,53,ceil(0.5 * num_edges),27,27
15405,COCCCNC(=O)CSc1ccc(Cl)cc1,37,ceil(0.5 * num_edges),19,19
15406,CO[C@@H]1CCC[C@@H]2CN(C(=O)c3n[nH]c4ccccc34)C[C@@H]21,47,ceil(0.5 * num_edges),24,24
15407,O=[N+]([O-])c1ccc(NC(=S)N/N=C/c2ccc(O)cc2)cc1,44,ceil(0.5 * num_edges),22,22
15408,COc1ccc(C2NC(c3ccc(OC)cc3)C3(C)CCCC2/C3=N\O)cc1,66,ceil(0.5 * num_edges),33,33
15409,CC(=O)c1nn(-c2ccc(OC(F)(F)F)cc2)nc1Nc1ccccc1N1CCCCC1,66,ceil(0.5 * num_edges),33,33
15410,CCCCCCC1(C)OCC(C)O1,35,ceil(0.5 * num_edges),18,18
15411,CS(=O)(=O)c1ccc(CN2CCCN(CCC(O)(c3cccc(F)c3)c3cccc(F)c3)CC2)cc1,82,ceil(0.5 * num_edges),41,41
15412,CCCCn1c(=O)c2ccc(N)cc2c2cnc3cc4c(cc3c21)OCO4,59,ceil(0.5 * num_edges),30,30
15413,CC1(C)OC(S)=Nc2ccc(-c3cccc([N+](=O)[O-])c3)cc21,46,ceil(0.5 * num_edges),23,23
15414,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5cccc(Br)c5)CC4)cc3)[nH]c2c1=O,75,ceil(0.5 * num_edges),38,38
15415,CC(=O)N[C@@H]1[C@@H](N)C=C(C(=O)O)O[C@H]1CNc1ccccc1,45,ceil(0.5 * num_edges),23,23
15416,CC1=C(NCCCCN)C(=O)c2c(O)cccc2C1=O,45,ceil(0.5 * num_edges),23,23
15417,OC[C@@H]1C[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)O1,36,ceil(0.5 * num_edges),18,18
15418,COc1cc(-c2ccc(C(=O)O)c(O)c2)oc1/C=C1\SC(=S)NC1=O,47,ceil(0.5 * num_edges),24,24
15419,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCC(O)C2)ccc1C(=O)O,80,ceil(0.5 * num_edges),40,40
15420,CN(C)CCNC(=O)CCc1cc2n(n1)CCN(c1cccc(C#N)n1)C2,62,ceil(0.5 * num_edges),31,31
15421,Cc1ccc(N2C(=O)c3ccc(N)cc3C2=O)cc1C,44,ceil(0.5 * num_edges),22,22
15422,CCOC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1,48,ceil(0.5 * num_edges),24,24
15423,COc1ccc(OC)c(/C=C/C(=O)c2cccc(Cl)c2Cl)c1,45,ceil(0.5 * num_edges),23,23
