mol_index,smiles,edges,target_swaps_formula,target_swaps,actual_swaps
3777,Cc1cc(C(=O)CSc2nnc(-c3ccncc3)n2-c2ccccc2)c(C)n1C,64,ceil(0.5 * num_edges),32,32
3778,CCCCNC(=O)C1C2CCC(O2)C1C(=O)O,39,ceil(0.5 * num_edges),20,20
3779,CCC(=O)c1ccc(OC(C)C(=O)NC2(C#N)CCCCC2)cc1,56,ceil(0.5 * num_edges),28,28
3780,O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,60,ceil(0.5 * num_edges),30,30
3781,c1ccc2nc(N3CCCCC3)ccc2c1,39,ceil(0.5 * num_edges),20,20
3782,O=C(Nc1nc2ccc(Cl)cc2s1)c1cn(-c2ccccc2)nc1-c1ccccc1,62,ceil(0.5 * num_edges),31,31
3783,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2cc(OC)c3c(c2)[C@H](CO)[C@@H](c2ccc(O)c(OC)c2)O3)ccc1O,81,ceil(0.5 * num_edges),41,41
3784,CCOC(=O)c1ccnc(Oc2cccc(NS(=O)(=O)c3ccc(Cl)cc3)c2)c1,60,ceil(0.5 * num_edges),30,30
3785,Cc1cc(COC(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)cc(C)n1,83,ceil(0.5 * num_edges),42,42
3786,COc1cc(ccc1O)C(C(CO)Oc2ccc(cc2OC)C(=O)OC)O,57,ceil(0.5 * num_edges),29,29
3787,CN(C)CC(=O)NCCc1ccc(S(=O)(=O)N2CCN(C3CCCCC3)C2=N)cc1,72,ceil(0.5 * num_edges),36,36
3788,O=C[C@@H](CO)O[C@H](C=O)n1cnc2c(=O)nc[nH]c21,33,ceil(0.5 * num_edges),17,17
3789,CC(O)(CCCCCl)c1nc2ccccc2s1,38,ceil(0.5 * num_edges),19,19
3790,CCCc1nnc(NC(=O)c2cc(=O)c3cc(C)c(C)cc3o2)s1,51,ceil(0.5 * num_edges),26,26
3791,Cn1c(S)nnc1-c1csc(-c2ccc(Cl)cc2)n1,37,ceil(0.5 * num_edges),19,19
3792,FC(F)(F)c1ccc(OC2CCNCC2)nc1,34,ceil(0.5 * num_edges),17,17
3793,O=C(N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(C(F)(F)F)c1)[C@@H]1CN(Cc2ccccc2)C(=O)N1,81,ceil(0.5 * num_edges),41,41
3794,c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,46,ceil(0.5 * num_edges),23,23
3795,COC(=O)c1cccc([N+](=O)[O-])c1CN1CCCC(C(N)=O)C1,49,ceil(0.5 * num_edges),25,25
3796,CCN(CC)CCCC(C)NC(=O)c1cc(-c2nccn2C)nc2ccc(C)cc12,73,ceil(0.5 * num_edges),37,37
3797,Cc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl,39,ceil(0.5 * num_edges),20,20
3798,CCCCN(CCCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],52,ceil(0.5 * num_edges),26,26
3799,Cn1cccc1C(=O)[C@@H](c1ccccc1)N1CCCCC1,50,ceil(0.5 * num_edges),25,25
3800,COc1ccc(CC2CCCc3c(C=O)nn(-c4ccc(F)cc4)c32)cc1,60,ceil(0.5 * num_edges),30,30
3801,COc1ccc(Cn2c(SCc3ccc(C(=O)NCCc4ccccc4)cc3)nc3cccnc32)cc1,83,ceil(0.5 * num_edges),42,42
3802,O=C(Cc1cc[n+]([O-])cc1)N1CCN([C@H]2c3ccc(Cl)cc3CCc3cccnc32)CC1,70,ceil(0.5 * num_edges),35,35
3803,O=C(/C=C/c1ccoc1)c1ccc(OCC2CS2)cc1,43,ceil(0.5 * num_edges),22,22
3804,Nc1cccc2c(S(=O)(=O)NCc3ccncc3)cccc12,49,ceil(0.5 * num_edges),25,25
3805,COc1cc(CCC(=O)NCCc2ccc(O)c(O)c2)ccc1O,53,ceil(0.5 * num_edges),27,27
3806,COc1ccc(C(C)(O)c2nc(-c3cn[nH]c3)nc3ccccc23)cc1,56,ceil(0.5 * num_edges),28,28
3807,COC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(Cl)cc3)C(=O)N2Cc2cccs2)cc1,69,ceil(0.5 * num_edges),35,35
3808,COc1cc(OC)cc(C2C3=C(COC3=O)Nc3cc4c(cc32)OCCCO4)c1,62,ceil(0.5 * num_edges),31,31
3809,CCOc1cccc(C2CC(COc3ccc(F)c(C(N)=O)c3F)=NO2)c1,55,ceil(0.5 * num_edges),28,28
3810,CCc1ccc([C@@H]2C[C@@H](Sc3ccc(Cl)cc3)[C@H](C(=O)O)CN2S(=O)(=O)c2ccc(C)cc2)cc1,75,ceil(0.5 * num_edges),38,38
3811,Cn1cc(C2=NCC3(CN4CCC3CC4)O2)c2cc(F)ccc21,52,ceil(0.5 * num_edges),26,26
3812,N#C/C(=C\c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1n[nH]c(N)c1C#N,50,ceil(0.5 * num_edges),25,25
3813,COC(=O)C(C)Oc1ccc(N(C)c2ccc3cc(Cl)ccc3n2)cc1,56,ceil(0.5 * num_edges),28,28
3814,COc1ccc(/N=N/C(=O)NC(CC(C)C)C(N)=O)cc1,47,ceil(0.5 * num_edges),24,24
3815,CC#CCNC(=O)c1cccc2c1cc(C)n2-c1nc2c(c(NCc3ccccc3)n1)CCCC2,81,ceil(0.5 * num_edges),41,41
3816,CC(O)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)O,33,ceil(0.5 * num_edges),17,17
3817,CS(=O)(=O)NCc1cccc(-c2csc(N=C(N)N)n2)n1,44,ceil(0.5 * num_edges),22,22
3818,COc1ccc(-c2cc(OC(C)=O)c3c(-c4cccs4)c(NC(=O)c4c(F)cccc4F)oc3c2)cc1,74,ceil(0.5 * num_edges),37,37
3819,CC1(C)CCC(C)(C)c2cc(Sc3ccc(C(=O)O)cc3)ccc21,57,ceil(0.5 * num_edges),29,29
3820,COc1ccc(-c2cc3nccc(-c4cc(OC)c(OC)c(OC)c4)n3n2)cc1,63,ceil(0.5 * num_edges),32,32
3821,CCOC(=O)c1cn(CC#N)c2cc(Cl)c(F)cc2c1=O,40,ceil(0.5 * num_edges),20,20
3822,NCCO[C@H]1C[C@@H](O)C12CCN(C(=O)CO)CC2,40,ceil(0.5 * num_edges),20,20
3823,COc1cc(C2CC2)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1,65,ceil(0.5 * num_edges),33,33
3824,CCC1CCN(C(=O)C(CCCN=C(N)N)NS(=O)(=O)c2ccc(OC)c3ccccc23)CC1,80,ceil(0.5 * num_edges),40,40
3825,CCOc1ccccc1NC(=O)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,61,ceil(0.5 * num_edges),31,31
3826,Cc1ccc(C2OC2C(=O)c2ccc3c(c2)CCCC3)cc1,52,ceil(0.5 * num_edges),26,26
3827,Cc1sc(NC(=O)CCl)c(C#N)c1C,28,ceil(0.5 * num_edges),14,14
3828,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2cccc(F)c2c1=O,74,ceil(0.5 * num_edges),37,37
3829,CCCN1CCn2c(=O)[nH]c3cccc(c32)C1C,42,ceil(0.5 * num_edges),21,21
3830,CCCCCOc1ccccc1OC,35,ceil(0.5 * num_edges),18,18
3831,Cc1cc(C)n2nc(SCc3nnc(SCc4cccc(Cl)c4)s3)nc2n1,54,ceil(0.5 * num_edges),27,27
3832,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)nc3)ccc12,68,ceil(0.5 * num_edges),34,34
3833,COc1ccc(S(=O)(=O)NCc2ccco2)cc1C(=O)N1CCCCC1,58,ceil(0.5 * num_edges),29,29
3834,O=[N+]([O-])c1ccc(NS(=O)(=O)c2cc(C(F)(F)F)ccc2Cl)c(Cl)c1,42,ceil(0.5 * num_edges),21,21
3835,Cc1ccc(C(=O)NCc2nnc(S)n2-c2ccccc2)cc1[N+](=O)[O-],53,ceil(0.5 * num_edges),27,27
3836,CC(C)c1nccc(C(=O)N[C@H]2C[C@H]3C(=O)N(C)CC(=O)N3C2)n1,51,ceil(0.5 * num_edges),26,26
3837,Cc1nccn1Cc1nc(-c2c[nH]c3ccccc23)cs1,45,ceil(0.5 * num_edges),23,23
3838,CCCc1ncc(CNC(=O)N2CC3(CCOCC3)[C@@H]3CCC[C@@H]32)o1,58,ceil(0.5 * num_edges),29,29
3839,CCCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,51,ceil(0.5 * num_edges),26,26
3840,CN(C)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)cc1,38,ceil(0.5 * num_edges),19,19
3841,CC(C)c1cc2c(cc1NC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2,80,ceil(0.5 * num_edges),40,40
3842,CCC(C)[C@@H](C(=O)O)N1C(=O)/C(=C/c2c(C)nn(-c3ccccc3)c2Oc2ccc(C)cc2)SC1=S,77,ceil(0.5 * num_edges),39,39
3843,O=C(NCCc1cccs1)C1CCCCC1,39,ceil(0.5 * num_edges),20,20
3844,CN1C(=O)C(NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,67,ceil(0.5 * num_edges),34,34
3845,CC(C)(C)n1ncc2c(=O)n(Cc3ccc(F)cc3)c(N[C@@H]3CCc4ccccc43)nc21,71,ceil(0.5 * num_edges),36,36
3846,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4ccc(=O)n5C)[C@@H](C)C3)cccc2n1,78,ceil(0.5 * num_edges),39,39
3847,CC1=NNC(=O)N(N)C1,19,ceil(0.5 * num_edges),10,10
3848,CC(C)(C)NCCCn1c(Sc2nc3cccc(Cl)c3s2)nc2c(N)ncnc21,62,ceil(0.5 * num_edges),31,31
3849,OC[C@H]1OC(n2cnc3c(-c4cc[nH]n4)ncnc32)[C@H](O)[C@@H]1O,42,ceil(0.5 * num_edges),21,21
3850,CN(C)CCCN(C)C(=O)NC(C(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1)c1ccccc1,81,ceil(0.5 * num_edges),41,41
3851,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)[C@H](c1ccccc1)CC2,73,ceil(0.5 * num_edges),37,37
3852,CCCCOC(=O)CNC(=O)n1c(N=[N+]=[N-])nc2c1cccc2,48,ceil(0.5 * num_edges),24,24
3853,C=CC(=O)NCC(C)(C)CN(C)C,34,ceil(0.5 * num_edges),17,17
3854,CC1(C)CC(O)(CC(C)(C)N1)C#N,33,ceil(0.5 * num_edges),17,17
3855,O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1,62,ceil(0.5 * num_edges),31,31
3856,COc1ccc(Cl)cc1CC1(C)C(=O)Nc2ccc(S(=O)(=O)NC3CCCCC3)cc21,70,ceil(0.5 * num_edges),35,35
3857,CC[C@]12CCCn3ccc(c31)-c1ccccc1/N=C(/S)CC2,53,ceil(0.5 * num_edges),27,27
3858,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-],68,ceil(0.5 * num_edges),34,34
3859,C=CCCn1cc(-c2cnc(C)c(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,64,ceil(0.5 * num_edges),32,32
3860,CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)CCCC1CCNCC1)C(=O)O,68,ceil(0.5 * num_edges),34,34
3861,O=C1CCC(c2ccccc2)(c2ccccc2)CN1Cc1ncc[nH]1,57,ceil(0.5 * num_edges),29,29
3862,CN(Cc1nnc2n1CCOCC2)C(=O)c1ccc(-c2ccncc2)o1,56,ceil(0.5 * num_edges),28,28
3863,CCc1cc(O)ccc1-c1cc(NS(=O)(=O)CC)c2cn[nH]c2c1,53,ceil(0.5 * num_edges),27,27
3864,O=c1cc(-c2ccc(O)cc2)oc2ccc(O)cc12,39,ceil(0.5 * num_edges),20,20
3865,Cc1cc2c3ccccc3[nH]c2nc1NO,34,ceil(0.5 * num_edges),17,17
3866,CCOC(=O)c1ccc2c(c1)N(C(CC)C(=O)Nc1ccccc1OC)C(=O)c1ccccc1S2,76,ceil(0.5 * num_edges),38,38
3867,C=CC[C@@H]1[C@@H]2C[C@@H](CN1C)c1cccc(=O)n1C2,41,ceil(0.5 * num_edges),21,21
3868,COc1ccc2ccc(O)c(CN3CC=C(c4ccccc4)CC3)c2c1,61,ceil(0.5 * num_edges),31,31
3869,O=C(/C=C/c1ccc2c(c1)C(=O)N(Cc1ccccc1)C1(CCN(Cc3ccccc3)CC1)O2)NO,81,ceil(0.5 * num_edges),41,41
3870,COC(=O)c1sc2cc(-c3ccc(-c4cccs4)s3)cnc2c1N,48,ceil(0.5 * num_edges),24,24
3871,CCN(CC)CCCNc1nc(-c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)nc2ccsc12,78,ceil(0.5 * num_edges),39,39
3872,COc1ccc(-c2nc3cc(NC(=O)C(C)C)ccc3o2)cc1,51,ceil(0.5 * num_edges),26,26
3873,CNc1ccc(-c2ccccc2OC)cn1,37,ceil(0.5 * num_edges),19,19
3874,O=C(O)CCC(=O)C1CCCCCC1,34,ceil(0.5 * num_edges),17,17
3875,CCOC(=O)c1c(CN2CCN(c3ccccc3C)CC2)n(Cc2ccccc2)c2cc(Br)c(O)cc12,84,ceil(0.5 * num_edges),42,42
3876,CN(C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1)S(C)(=O)=O,78,ceil(0.5 * num_edges),39,39
3877,CC(C)OCCC(=O)N(C)C[C@@H]1C[C@H](F)CN1c1ccncn1,51,ceil(0.5 * num_edges),26,26
3878,CC(=O)NC1CC(C)(C)N(OC(C)=O)C(C)(C)C1,44,ceil(0.5 * num_edges),22,22
3879,CC(C)CC1NC(=O)C(CCC(=O)O)NC1=O,38,ceil(0.5 * num_edges),19,19
3880,CN(C)Cc1ccc(COC(=O)C(c2ccccc2)C2CCCCC2)o1,63,ceil(0.5 * num_edges),32,32
3881,C[C@@H]1CC(N)=N[C@@H]2CCC[C@H]12,26,ceil(0.5 * num_edges),13,13
3882,C=C1[C@@H](OC(C)=O)CC[C@]2(C)[C@@H]1[C@H](O)[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C,78,ceil(0.5 * num_edges),39,39
3883,O=[N+]([O-])c1ccccc1Oc1cccc(N(Cc2cccc(OC(F)(F)C(F)F)c2)CC(O)C(F)(F)F)c1,69,ceil(0.5 * num_edges),35,35
3884,CCCCCCCCCC/C=C/C=C/CCCC(=O)OCC(O)CO,65,ceil(0.5 * num_edges),33,33
3885,OC(=O)COc1ccccc1,23,ceil(0.5 * num_edges),12,12
3886,COC1OC2(CCNCC2)c2cnn(-c3ccccc3)c21,48,ceil(0.5 * num_edges),24,24
3887,N[C@H](Cc1c[nH]c2ccccc12)P(=O)(O)O,33,ceil(0.5 * num_edges),17,17
3888,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,74,ceil(0.5 * num_edges),37,37
3889,CCOc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCc4ccccc4C3)CC2)cc1,70,ceil(0.5 * num_edges),35,35
3890,CCCN1CCN(CCCNC(=O)[C@H]2CCCN(c3nc4ncccc4n4cccc34)C2)CC1,81,ceil(0.5 * num_edges),41,41
3891,COc1ccccc1CN1CCC(CNS(=O)(=O)c2cc(-c3onc(C)c3C)ccc2OC)CC1,81,ceil(0.5 * num_edges),41,41
3892,CC(=O)OCC1=C2CC[C@@]3(C)CCC[C@@](C)(O)[C@@H]3[C@H]2OC1=O,49,ceil(0.5 * num_edges),25,25
3893,CCC(CC)CNCCCC(=O)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,79,ceil(0.5 * num_edges),40,40
3894,O=C(O)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1,52,ceil(0.5 * num_edges),26,26
3895,COC(=O)[C@H]1COC(c2cccc(OC(=O)NC3CCCCC3)c2)=N1,54,ceil(0.5 * num_edges),27,27
3896,NNc1ncnc2scc(-c3ccccc3)c12,36,ceil(0.5 * num_edges),18,18
3897,Fc1cccc2[nH]cc([C@H]3CC[C@@H](N4CCN(c5cccc6[nH]ccc56)CC4)CC3)c12,69,ceil(0.5 * num_edges),35,35
3898,CCOC(=O)c1ccc(Cl)cc1NC(=O)c1c(Cl)cccc1Cl,44,ceil(0.5 * num_edges),22,22
3899,Cc1c(F)cc(F)c(NC(=O)Nc2ccc(-c3nc4c(cnn4Cc4ccccc4)[nH]3)cc2)c1F,70,ceil(0.5 * num_edges),35,35
3900,CC(C)[N+]1(C)[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,57,ceil(0.5 * num_edges),29,29
3901,COc1ccc(-c2nc(C(=O)NC3CCC(O)CC3)cs2)c2c1oc1ccccc12,65,ceil(0.5 * num_edges),33,33
3902,COc1ccc(C2CCc3cc4c(cc3/C2=N/OC(C)=O)OCO4)cc1OC,60,ceil(0.5 * num_edges),30,30
3903,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](C[C@H](CC(=O)O)O)O)[C@@H]12,69,ceil(0.5 * num_edges),35,35
3904,Clc1ccc(-c2nn(-c3ccccc3)cc2C2CC(c3ccc(-c4ccccc4)cc3)=NN2c2ccccc2)cc1,92,ceil(0.5 * num_edges),46,46
3905,COc1ccc(CC(=O)O)cc1,26,ceil(0.5 * num_edges),13,13
3906,OCc1ccc(F)c(F)c1,19,ceil(0.5 * num_edges),10,10
3907,CC1=NN(C(=O)/C/1=CC=c1/n(c2nc3ccc(Cl)cc3nc2n1c1ccccc1)c1ccccc1)c1ccccc1,88,ceil(0.5 * num_edges),44,44
3908,CCCc1ccc(Oc2cc(CCC)cc(OC)c2OC)c(OC)c1,60,ceil(0.5 * num_edges),30,30
3909,CC(Oc1ccccc1)c1ccnn1S(C)(=O)=O,40,ceil(0.5 * num_edges),20,20
3910,O=C(c1ccc(O)nc1)N(Cc1cccs1)C1(C(=O)NC2CCCC2)CCCCC1,69,ceil(0.5 * num_edges),35,35
3911,COc1cc(C(=O)NC[C@@]2(c3cnn(C)c3)CCCO2)ccc1F,52,ceil(0.5 * num_edges),26,26
3912,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,20,ceil(0.5 * num_edges),10,10
3913,Cc1c(Cl)ccc2c1N(C(=O)CCc1cnn(C)c1)CCC2,50,ceil(0.5 * num_edges),25,25
3914,COC(=O)c1cc2ccccc2c(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c1O,59,ceil(0.5 * num_edges),30,30
3915,Cc1cccc2nc(-c3cccnc3Oc3ccccc3)oc(=O)c12,53,ceil(0.5 * num_edges),27,27
3916,Cc1ccc2cc(C)ccc2c1,30,ceil(0.5 * num_edges),15,15
3917,CC(N)[C@H](O)c1ccccc1,26,ceil(0.5 * num_edges),13,13
3918,COc1ccc(Cn2c(=O)c(C(=O)O)c(-c3ccc4c(c3)OCO4)c3ccccc32)cc1,67,ceil(0.5 * num_edges),34,34
3919,ClCc1nnc(-c2ccccc2)o1,26,ceil(0.5 * num_edges),13,13
3920,Cc1ccc(-c2cc(C(=O)O)c3cnn(Cc4ccncc4)c3n2)s1,52,ceil(0.5 * num_edges),26,26
3921,CCN1CCCC[C@@H]1CNC(=O)c1cncnc1,42,ceil(0.5 * num_edges),21,21
3922,Nc1ccc2oc(-c3cccc4c(Br)cccc34)nc2c1,44,ceil(0.5 * num_edges),22,22
3923,CC1CCN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC1,42,ceil(0.5 * num_edges),21,21
3924,COc1ccc(S(=O)(=O)NC2CCCC2)cc1OC,44,ceil(0.5 * num_edges),22,22
3925,CCOc1cc(NC(=O)c2cccs2)c(OCC)cc1NC(=O)c1ccccn1,62,ceil(0.5 * num_edges),31,31
3926,O=C(O)C(=O)N[C@@H](CSSc1cccc(C(=O)O)c1)C(=O)O,39,ceil(0.5 * num_edges),20,20
3927,CSCCC(NC(=O)C1CCC(C)CC1)C(=O)O,43,ceil(0.5 * num_edges),22,22
3928,CC(OC(=O)c1cnccn1)C(=O)c1ccccc1,40,ceil(0.5 * num_edges),20,20
3929,Cc1ccc2cc(CN(Cc3ccc(F)cc3)Cc3nnnn3C3CCCC3)c(O)nc2c1,74,ceil(0.5 * num_edges),37,37
3930,CN(C)CC1CCCC1=O,26,ceil(0.5 * num_edges),13,13
3931,Cc1[nH]c2ccccc2c1C(=O)CSc1nncn1C,42,ceil(0.5 * num_edges),21,21
3932,NC1CCN(Cc2ccc(-c3ccc(-c4nc5cc(F)ccc5[nH]4)s3)cc2)C1,61,ceil(0.5 * num_edges),31,31
3933,O=C(Nc1ccccc1)c1ccc(C(=O)O)nc1,37,ceil(0.5 * num_edges),19,19
3934,CS(=O)(=O)Cc1ccc(-c2ccc3c(Nc4ccccc4)c(C(N)=O)cnc3c2)cc1,69,ceil(0.5 * num_edges),35,35
3935,CCCCNC(=O)c1ccc(Cl)cc1NC(=O)c1ccccc1Cl,51,ceil(0.5 * num_edges),26,26
3936,O=C(O)CCc1ccc(C#Cc2ccccn2)cc1,42,ceil(0.5 * num_edges),21,21
3937,CCCn1c(=O)c2sccc2n2c(=O)n(CC(=O)c3ccc(OC)c(OC)c3)nc12,62,ceil(0.5 * num_edges),31,31
3938,COc1cc(NCCCN)c2nccc(C)c2c1Oc1ccccc1,58,ceil(0.5 * num_edges),29,29
3939,O=C(Nc1ccc(-c2nc(-c3ccccc3)cs2)cc1)c1ccccc1Cl,57,ceil(0.5 * num_edges),29,29
3940,COc1ccc(-c2nc(C)c(CCNC(=O)c3ccc(F)c(F)c3)s2)cc1,56,ceil(0.5 * num_edges),28,28
3941,Cc1nnc(O)c2c(NC(=O)CSc3nc4ccccc4c(=O)n3CCCO)oc(C)c12,66,ceil(0.5 * num_edges),33,33
3942,Fc1ccc(C2CCNC/C2=N\OCc2ccccc2Cl)cc1,50,ceil(0.5 * num_edges),25,25
3943,CN(C)S(=O)(=O)c1ccc(N)c([N+](=O)[O-])c1,33,ceil(0.5 * num_edges),17,17
3944,Cc1cc(Cl)ccc1NC(=O)CN1C(=O)C(=O)N(C2CCCC2)C1=O,52,ceil(0.5 * num_edges),26,26
3945,CC1(C)CC(=O)C=C(COC2OC(CO)C(O)C(O)C2O)C1CO,53,ceil(0.5 * num_edges),27,27
3946,CCCn1cc([C@@H]2C[C@H]3CN(Cc4cccc(Cl)c4)C(=O)[C@]34CCCN24)c(C)n1,66,ceil(0.5 * num_edges),33,33
3947,CC(C)CNC(=O)c1ccc(-c2ccc(-c3ccoc3)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1,85,ceil(0.5 * num_edges),43,43
3948,CCNCC(=O)Nc1ccc(Nc2cc(=O)[nH]c3ccccc23)cc1,55,ceil(0.5 * num_edges),28,28
3949,CC(C)NC(=O)CCNC1(c2ccccc2Cl)CCCCC1=O,54,ceil(0.5 * num_edges),27,27
3950,CN(Cc1ccccc1N(CCO)S(=O)(=O)c1ccc2c(c1)OCCO2)C(=O)/C=C/c1ccc(C(F)(F)F)cc1,83,ceil(0.5 * num_edges),42,42
3951,CNC(=O)C(=NOC)c1ccccc1CON=C(C)C(=NOC)C(C)=NOC,61,ceil(0.5 * num_edges),31,31
3952,CCOc1ccccc1NC(=O)NC(=O)N(C)S(=O)(=O)c1ccc(C)cc1,59,ceil(0.5 * num_edges),30,30
3953,CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCS(=O)(=O)CC4)cc3c2)CC1,67,ceil(0.5 * num_edges),34,34
3954,Cc1ccc(-n2nnnc2SC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc1,66,ceil(0.5 * num_edges),33,33
3955,N#Cc1ncc(Cl)cc1Br,17,ceil(0.5 * num_edges),9,9
3956,O=C(NC(=S)NN(Cc1ccccc1)c1ccccc1)C12CC3CC(CC(C3)C1)C2,71,ceil(0.5 * num_edges),36,36
3957,Cc1c(Cl)cccc1NC(=O)c1cc2sccc2n1Cc1ccc(F)cc1,56,ceil(0.5 * num_edges),28,28
3958,CCC1CCCN(C(=O)C2(C)CC2(Cl)Cl)C1,37,ceil(0.5 * num_edges),19,19
3959,COc1oc(=O)c2cc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)ccc2c1Cl,41,ceil(0.5 * num_edges),21,21
3960,CCCc1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1,61,ceil(0.5 * num_edges),31,31
3961,COc1cc(OC)c2c(N3CCOC[C@@H]3C)nc(-c3cc(C)c(OCCCC(=O)NO)c(C)c3)nc2c1,82,ceil(0.5 * num_edges),41,41
3962,CC(=O)Oc1c(Cc2cc(C)cc(c2O)C(C)(C)C)cc(C)cc1C(C)(C)C,70,ceil(0.5 * num_edges),35,35
3963,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1cccc(S(N)(=O)=O)c1,76,ceil(0.5 * num_edges),38,38
3964,O=C(c1ccccc1)c1ccn(CCCc2nn[nH]n2)c1,45,ceil(0.5 * num_edges),23,23
3965,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)c(F)c1,53,ceil(0.5 * num_edges),27,27
3966,CCCC(=O)c1sc2cnccc2c1Nc1ccc2c(c1)CC/C2=N/O,57,ceil(0.5 * num_edges),29,29
3967,O=C(NC(Cn1ccnc1)C(=O)c1ccccc1)c1ccc(-c2ccccc2)c(Cl)c1,67,ceil(0.5 * num_edges),34,34
3968,COc1ccc(-n2nc(C)cc2N)cc1,34,ceil(0.5 * num_edges),17,17
3969,CCOc1ccccc1-c1nc(CNC(CC)c2ccccc2)co1,59,ceil(0.5 * num_edges),30,30
3970,CCN(C(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1ccc(C(=O)NO)cc1,70,ceil(0.5 * num_edges),35,35
3971,NC(=O)[C@@H]1C[C@H](C(=O)O)N1,18,ceil(0.5 * num_edges),9,9
3972,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(N)=O,75,ceil(0.5 * num_edges),38,38
3973,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@@H]1O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O,47,ceil(0.5 * num_edges),24,24
3974,CC(C)(C)OC(=O)C1=CC=C(C=C1)CON=CC2=C(N(C)N=C2CO)OC3=CC=CC=C3,71,ceil(0.5 * num_edges),36,36
3975,CS(=O)(=O)NC(=O)[C@@H](Cc1cccc(F)c1)NC(=O)c1ccc2ccccc2c1,61,ceil(0.5 * num_edges),31,31
3976,CC(C(=O)NN)n1c(=O)n2c(NN)nnc2c2ccccc21,45,ceil(0.5 * num_edges),23,23
3977,CC(C)c1ccc(NC(=O)N2CCCN(C(=O)CCC3CCCC3)CC2)cc1,70,ceil(0.5 * num_edges),35,35
3978,O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(F)cc3)cc2OCc2ccc(F)cc2)S1,64,ceil(0.5 * num_edges),32,32
